WeekID,Week Number,Week Position,Song,Performer,Previous Week Position,Peak Position,Weeks on Chart
2/2/19,5,49,Sixteen,Thomas Rhett,43,42,11
2/2/19,5,63,Armed And Dangerous,Juice WRLD,58,44,11
2/2/19,5,40,Backin' It Up,Pardison Fontaine Featuring Cardi B,45,40,15
2/2/19,5,68,Secreto,Anuel AA & Karol G,,68,1
2/2/19,5,4,"Thank U, Next",Ariana Grande,5,1,12
2/2/19,5,18,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",19,11,17
2/2/19,5,24,Shallow,Lady Gaga & Bradley Cooper,24,5,17
2/2/19,5,26,Middle Child,J. Cole,,26,1
2/2/19,5,38,Keanu Reeves,Logic,,38,1
2/2/19,5,47,First Off,Future Featuring Travis Scott,,47,1
2/2/19,5,62,Calling My Spirit,Kodak Black,55,46,8
2/2/19,5,42,Beautiful Crazy,Luke Combs,42,41,11
2/2/19,5,76,Temptation,Future,,76,1
2/2/19,5,79,Rocket Ship,Future,,79,1
2/2/19,5,81,Pure Water,Mustard & Migos,,81,1
2/2/19,5,65,Never Stop,Future,,65,1
2/2/19,5,71,Mixed Personalities,YNW Melly Featuring Kanye West,,71,1
2/2/19,5,23,Better,Khalid,22,22,19
2/2/19,5,60,Best Shot,Jimmie Allen,48,37,19
2/2/19,5,31,Speechless,Dan + Shay,25,24,20
2/2/19,5,83,F&N,Future,,83,1
2/2/19,5,91,On My Way To You,Cody Johnson,,91,1
2/2/19,5,95,Murder On My Mind,YNW Melly,,95,1
2/2/19,5,72,Consequences,Camila Cabello,60,51,12
2/2/19,5,52,Be Alright,Dean Lewis,44,40,13
2/2/19,5,64,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,62,28,13
2/2/19,5,56,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,51,50,15
2/2/19,5,53,This Is It,Scotty McCreery,52,52,7
2/2/19,5,66,Thotiana,Blueface,75,66,2
2/2/19,5,22,Breathin,Ariana Grande,18,12,23
2/2/19,5,5,Sicko Mode,Travis Scott,3,1,25
2/2/19,5,27,Beautiful,Bazzi Featuring Camila Cabello,26,26,25
2/2/19,5,20,Better Now,Post Malone,15,3,39
2/2/19,5,89,Pure Cocaine,Lil Baby,67,66,7
2/2/19,5,96,GIRL,Maren Morris,,96,1
2/2/19,5,98,Face My Fears,Hikaru Utada & Skrillex,,98,1
2/2/19,5,33,Lost In The Fire,Gesaffelstein & The Weeknd,27,27,2
2/2/19,5,57,Jumpin On A Jet,Future,80,57,2
2/2/19,5,88,Nights Like This,Kehlani Featuring Ty Dolla $ign,69,69,2
2/2/19,5,94,Talk To Me,Tory Lanez & Rich The Kid,72,43,13
2/2/19,5,3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2,1,14
2/2/19,5,48,Burning Man,Dierks Bentley Featuring Brothers Osborne,47,45,14
2/2/19,5,100,Call The Coroner,Future,,100,1
2/2/19,5,41,Dancing With A Stranger,Sam Smith & Normani,33,33,2
2/2/19,5,75,Saturday Nights,Khalid & Kane Brown,57,57,2
2/2/19,5,86,Love Someone,Lukas Graham,81,81,4
2/2/19,5,92,Make It Sweet,Old Dominion,100,92,4
2/2/19,5,93,Love Wins,Carrie Underwood,86,83,4
2/2/19,5,8,Wow.,Post Malone,9,8,5
2/2/19,5,74,Yosemite,Travis Scott,70,70,14
2/2/19,5,39,You Say,Lauren Daigle,35,34,28
2/2/19,5,67,You,Jacquees,61,58,9
2/2/19,5,17,Youngblood,5 Seconds Of Summer,16,7,34
2/2/19,5,28,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,32,28,10
2/2/19,5,87,When The Party's Over,Billie Eilish,74,52,14
2/2/19,5,2,Without Me,Halsey,1,1,16
2/2/19,5,43,Crushed Up,Future,59,43,3
2/2/19,5,84,Down To The Honkytonk,Jake Owen,78,75,4
2/2/19,5,12,ZEZE,Kodak Black Featuring Travis Scott & Offset,10,2,15
2/2/19,5,44,Look Back At It,A Boogie Wit da Hoodie,40,40,7
2/2/19,5,14,Going Bad,Meek Mill Featuring Drake,17,6,8
2/2/19,5,30,Trip,Ella Mai,29,11,25
2/2/19,5,29,Twerk,City Girls Featuring Cardi B,54,29,3
2/2/19,5,55,Undecided,Chris Brown,56,35,3
2/2/19,5,59,Uproar,Lil Wayne,49,7,17
2/2/19,5,19,MIA,Bad Bunny Featuring Drake,20,5,15
2/2/19,5,69,No Stylist,French Montana Featuring Drake,63,47,18
2/2/19,5,45,Envy Me,Calboy,41,41,6
2/2/19,5,36,Baby Shark,Pinkfong,37,32,4
2/2/19,5,77,Ruin My Life,Zara Larsson,77,76,4
2/2/19,5,78,Take It From Me,Jordan Davis,76,69,4
2/2/19,5,85,Body,Loud Luxury Featuring Brando,82,80,4
2/2/19,5,97,Roses,benny blanco & Juice WRLD Featuring Brendon Urie,87,87,4
2/2/19,5,54,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,50,43,8
2/2/19,5,34,A Lot,21 Savage,34,33,5
2/2/19,5,46,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,39,38,5
2/2/19,5,80,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,65,59,5
2/2/19,5,58,Good Girl,Dustin Lynch,53,44,11
2/2/19,5,10,Drip Too Hard,Lil Baby & Gunna,8,4,19
2/2/19,5,21,Leave Me Alone,Flipp Dinero,21,21,19
2/2/19,5,16,Mo Bamba,Sheck Wes,14,6,22
2/2/19,5,7,Happier,Marshmello & Bastille,6,3,23
2/2/19,5,50,Natural,Imagine Dragons,31,13,27
2/2/19,5,11,Eastside,"benny blanco, Halsey & Khalid",11,9,28
2/2/19,5,9,Girls Like You,Maroon 5 Featuring Cardi B,7,1,35
2/2/19,5,25,Lucid Dreams,Juice WRLD,23,2,37
2/2/19,5,35,Sweet But Psycho,Ava Max,36,35,6
2/2/19,5,15,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,12,11,19
2/2/19,5,70,What Makes You Country,Luke Bryan,73,70,4
2/2/19,5,61,Ella Quiere Beber,Anuel AA & Romeo Santos,66,61,12
2/2/19,5,13,Money,Cardi B,13,13,14
2/2/19,5,37,I Like It,"Cardi B, Bad Bunny & J Balvin",30,1,42
2/2/19,5,32,Love Lies,Khalid & Normani,28,9,49
2/2/19,5,99,Imagine,Ariana Grande,,99,5
2/2/19,5,51,Girl Like You,Jason Aldean,46,46,9
2/2/19,5,73,Millionaire,Chris Stapleton,71,67,7
2/2/19,5,82,Lovely,Billie Eilish & Khalid,64,64,13
2/2/19,5,6,High Hopes,Panic! At The Disco,4,4,25
2/2/19,5,90,Electricity,Silk City x Dua Lipa,68,62,10
2/9/19,6,47,Backin' It Up,Pardison Fontaine Featuring Cardi B,40,40,16
2/9/19,6,65,Put A Date On It,Yo Gotti Featuring Lil Baby,,65,1
2/9/19,6,16,Shallow,Lady Gaga & Bradley Cooper,24,5,18
2/9/19,6,24,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",18,11,18
2/9/19,6,38,Beautiful Crazy,Luke Combs,42,38,12
2/9/19,6,99,Blue Tacoma,Russell Dickerson,,99,19
2/9/19,6,29,Tequila,Dan + Shay,,29,39
2/9/19,6,74,Bury A Friend,Billie Eilish,,74,1
2/9/19,6,23,Better,Khalid,23,22,20
2/9/19,6,55,Best Shot,Jimmie Allen,60,37,20
2/9/19,6,34,Speechless,Dan + Shay,31,24,21
2/9/19,6,86,I'm So Tired...,Lauv & Troye Sivan,,86,1
2/9/19,6,88,Shot Clock,Ella Mai,,88,1
2/9/19,6,89,Sauce!,XXXTENTACION,,89,1
2/9/19,6,90,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,,90,1
2/9/19,6,50,Sixteen,Thomas Rhett,49,42,12
2/9/19,6,60,Armed And Dangerous,Juice WRLD,63,44,12
2/9/19,6,6,"Thank U, Next",Ariana Grande,4,1,13
2/9/19,6,52,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,56,50,16
2/9/19,6,49,This Is It,Scotty McCreery,53,49,8
2/9/19,6,28,Thotiana,Blueface,66,28,3
2/9/19,6,25,Breathin,Ariana Grande,22,12,24
2/9/19,6,5,Sicko Mode,Travis Scott,5,1,26
2/9/19,6,33,Beautiful,Bazzi Featuring Camila Cabello,27,26,26
2/9/19,6,19,Better Now,Post Malone,20,3,40
2/9/19,6,92,Splashin,Rich The Kid,,92,2
2/9/19,6,95,Burn Out,Midland,,95,4
2/9/19,6,56,Pure Cocaine,Lil Baby,89,56,8
2/9/19,6,97,BAD!,XXXTENTACION,,97,11
2/9/19,6,98,Night Shift,Jon Pardi,,98,1
2/9/19,6,4,Middle Child,J. Cole,26,4,2
2/9/19,6,57,First Off,Future Featuring Travis Scott,47,47,2
2/9/19,6,62,Keanu Reeves,Logic,38,38,2
2/9/19,6,73,Mixed Personalities,YNW Melly Featuring Kanye West,71,71,2
2/9/19,6,78,Murder On My Mind,YNW Melly,95,78,2
2/9/19,6,44,Be Alright,Dean Lewis,52,40,14
2/9/19,6,72,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,64,28,14
2/9/19,6,94,Talk To Me,Tory Lanez & Rich The Kid,94,43,14
2/9/19,6,3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,3,1,15
2/9/19,6,53,Burning Man,Dierks Bentley Featuring Brothers Osborne,48,45,15
2/9/19,6,1,7 Rings,Ariana Grande,1,1,2
2/9/19,6,77,Secreto,Anuel AA & Karol G,68,68,2
2/9/19,6,80,Love Someone,Lukas Graham,86,80,5
2/9/19,6,82,Down To The Honkytonk,Jake Owen,84,75,5
2/9/19,6,91,Love Wins,Carrie Underwood,93,83,5
2/9/19,6,93,Make It Sweet,Old Dominion,92,92,5
2/9/19,6,42,Lost In The Fire,Gesaffelstein & The Weeknd,33,27,3
2/9/19,6,83,Nights Like This,Kehlani Featuring Ty Dolla $ign,88,69,3
2/9/19,6,9,Wow.,Post Malone,8,8,6
2/9/19,6,75,Yosemite,Travis Scott,74,70,15
2/9/19,6,39,You Say,Lauren Daigle,39,34,29
2/9/19,6,63,You,Jacquees,67,58,10
2/9/19,6,21,Youngblood,5 Seconds Of Summer,17,7,35
2/9/19,6,64,Calling My Spirit,Kodak Black,62,46,9
2/9/19,6,30,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,28,28,11
2/9/19,6,76,When The Party's Over,Billie Eilish,87,52,15
2/9/19,6,2,Without Me,Halsey,2,1,17
2/9/19,6,31,Dancing With A Stranger,Sam Smith & Normani,41,31,3
2/9/19,6,61,Saturday Nights,Khalid & Kane Brown,75,57,3
2/9/19,6,14,ZEZE,Kodak Black Featuring Travis Scott & Offset,12,2,16
2/9/19,6,43,Envy Me,Calboy,45,41,7
2/9/19,6,40,Look Back At It,A Boogie Wit da Hoodie,44,40,8
2/9/19,6,35,Trip,Ella Mai,30,11,26
2/9/19,6,46,Twerk,City Girls Featuring Cardi B,29,29,4
2/9/19,6,54,Undecided,Chris Brown,55,35,4
2/9/19,6,58,Uproar,Lil Wayne,59,7,18
2/9/19,6,13,Money,Cardi B,13,13,15
2/9/19,6,22,MIA,Bad Bunny Featuring Drake,19,5,16
2/9/19,6,71,Crushed Up,Future,43,43,4
2/9/19,6,26,A Lot,21 Savage,34,26,6
2/9/19,6,15,Going Bad,Meek Mill Featuring Drake,14,6,9
2/9/19,6,51,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,54,43,9
2/9/19,6,36,Baby Shark,Pinkfong,36,32,5
2/9/19,6,68,Take It From Me,Jordan Davis,78,68,5
2/9/19,6,79,Ruin My Life,Zara Larsson,77,76,5
2/9/19,6,85,Roses,benny blanco & Juice WRLD Featuring Brendon Urie,97,85,5
2/9/19,6,87,Body,Loud Luxury Featuring Brando,85,80,5
2/9/19,6,66,No Stylist,French Montana Featuring Drake,69,47,19
2/9/19,6,12,Drip Too Hard,Lil Baby & Gunna,10,4,20
2/9/19,6,20,Leave Me Alone,Flipp Dinero,21,20,20
2/9/19,6,18,Mo Bamba,Sheck Wes,16,6,23
2/9/19,6,8,Happier,Marshmello & Bastille,7,3,24
2/9/19,6,11,Eastside,"benny blanco, Halsey & Khalid",11,9,29
2/9/19,6,10,Girls Like You,Maroon 5 Featuring Cardi B,9,1,36
2/9/19,6,45,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,46,38,6
2/9/19,6,84,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,80,59,6
2/9/19,6,32,Sweet But Psycho,Ava Max,35,32,7
2/9/19,6,17,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,15,11,20
2/9/19,6,69,What Makes You Country,Luke Bryan,70,69,5
2/9/19,6,59,Good Girl,Dustin Lynch,58,44,12
2/9/19,6,67,Ella Quiere Beber,Anuel AA & Romeo Santos,61,61,13
2/9/19,6,27,Lucid Dreams,Juice WRLD,25,2,38
2/9/19,6,41,I Like It,"Cardi B, Bad Bunny & J Balvin",37,1,43
2/9/19,6,37,Love Lies,Khalid & Normani,32,9,50
2/9/19,6,100,Let Me Down Slowly,Alec Benjamin Featuring Alessia Cara,,100,2
2/9/19,6,96,Here Tonight,Brett Young,,96,4
2/9/19,6,48,Girl Like You,Jason Aldean,51,46,10
2/9/19,6,70,Millionaire,Chris Stapleton,73,67,8
2/9/19,6,81,Lovely,Billie Eilish & Khalid,82,64,14
2/9/19,6,7,High Hopes,Panic! At The Disco,6,4,26
2/16/19,7,56,One Call,Gunna,,56,1
2/16/19,7,48,Backin' It Up,Pardison Fontaine Featuring Cardi B,47,40,17
2/16/19,7,30,Sweet But Psycho,Ava Max,32,30,8
2/16/19,7,28,Alone,Marshmello,,28,11
2/16/19,7,36,Beautiful Crazy,Luke Combs,38,36,13
2/16/19,7,99,Close Friends,Lil Baby,,99,15
2/16/19,7,31,Tequila,Dan + Shay,29,29,40
2/16/19,7,33,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,30,28,12
2/16/19,7,24,Shallow,Lady Gaga & Bradley Cooper,16,5,19
2/16/19,7,29,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",24,11,19
2/16/19,7,18,Better,Khalid,23,18,21
2/16/19,7,95,Miss Me More,Kelsea Ballerini,,95,1
2/16/19,7,55,Sixteen,Thomas Rhett,50,42,13
2/16/19,7,62,Armed And Dangerous,Juice WRLD,60,44,13
2/16/19,7,52,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,52,50,17
2/16/19,7,42,This Is It,Scotty McCreery,49,42,9
2/16/19,7,20,Thotiana,Blueface,28,20,4
2/16/19,7,44,Speechless,Dan + Shay,34,24,22
2/16/19,7,35,Breathin,Ariana Grande,25,12,25
2/16/19,7,5,Sicko Mode,Travis Scott,5,1,27
2/16/19,7,47,Beautiful,Bazzi Featuring Camila Cabello,33,26,27
2/16/19,7,21,Better Now,Post Malone,19,3,41
2/16/19,7,64,Pure Water,Mustard & Migos,,64,2
2/16/19,7,90,Splashin,Rich The Kid,92,90,3
2/16/19,7,93,Burn Out,Midland,95,93,5
2/16/19,7,57,Pure Cocaine,Lil Baby,56,56,9
2/16/19,7,7,"Thank U, Next",Ariana Grande,6,1,14
2/16/19,7,43,Be Alright,Dean Lewis,44,40,15
2/16/19,7,79,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,72,28,15
2/16/19,7,83,Talk To Me,Tory Lanez & Rich The Kid,94,43,15
2/16/19,7,4,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,3,1,16
2/16/19,7,60,Burning Man,Dierks Bentley Featuring Brothers Osborne,53,45,16
2/16/19,7,14,Bury A Friend,Billie Eilish,74,14,2
2/16/19,7,59,Put A Date On It,Yo Gotti Featuring Lil Baby,65,59,2
2/16/19,7,82,Shot Clock,Ella Mai,88,82,2
2/16/19,7,98,Night Shift,Jon Pardi,98,98,2
2/16/19,7,8,Middle Child,J. Cole,4,4,3
2/16/19,7,73,Murder On My Mind,YNW Melly,78,73,3
2/16/19,7,80,First Off,Future Featuring Travis Scott,57,47,3
2/16/19,7,9,Wow.,Post Malone,9,8,7
2/16/19,7,77,Yosemite,Travis Scott,75,70,16
2/16/19,7,37,You Say,Lauren Daigle,39,34,30
2/16/19,7,70,You,Jacquees,63,58,11
2/16/19,7,23,Youngblood,5 Seconds Of Summer,21,7,36
2/16/19,7,67,Calling My Spirit,Kodak Black,64,46,10
2/16/19,7,61,When The Party's Over,Billie Eilish,76,52,16
2/16/19,7,3,Without Me,Halsey,2,1,18
2/16/19,7,1,7 Rings,Ariana Grande,1,1,3
2/16/19,7,86,Mixed Personalities,YNW Melly Featuring Kanye West,73,71,3
2/16/19,7,91,Keanu Reeves,Logic,62,38,3
2/16/19,7,49,Lost In The Fire,Gesaffelstein & The Weeknd,42,27,4
2/16/19,7,76,Nights Like This,Kehlani Featuring Ty Dolla $ign,83,69,4
2/16/19,7,17,ZEZE,Kodak Black Featuring Travis Scott & Offset,14,2,17
2/16/19,7,45,Envy Me,Calboy,43,41,8
2/16/19,7,38,Trip,Ella Mai,35,11,27
2/16/19,7,50,Twerk,City Girls Featuring Cardi B,46,29,5
2/16/19,7,54,Undecided,Chris Brown,54,35,5
2/16/19,7,65,Uproar,Lil Wayne,58,7,19
2/16/19,7,16,Money,Cardi B,13,13,16
2/16/19,7,19,MIA,Bad Bunny Featuring Drake,22,5,17
2/16/19,7,72,Love Someone,Lukas Graham,80,72,6
2/16/19,7,74,Down To The Honkytonk,Jake Owen,82,74,6
2/16/19,7,84,Love Wins,Carrie Underwood,91,83,6
2/16/19,7,87,Make It Sweet,Old Dominion,93,87,6
2/16/19,7,26,Dancing With A Stranger,Sam Smith & Normani,31,26,4
2/16/19,7,75,Saturday Nights,Khalid & Kane Brown,61,57,4
2/16/19,7,32,Look Back At It,A Boogie Wit da Hoodie,40,32,9
2/16/19,7,15,Going Bad,Meek Mill Featuring Drake,15,6,10
2/16/19,7,97,Crushed Up,Future,71,43,5
2/16/19,7,53,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,51,43,10
2/16/19,7,92,No Stylist,French Montana Featuring Drake,66,47,20
2/16/19,7,13,Drip Too Hard,Lil Baby & Gunna,12,4,21
2/16/19,7,25,Leave Me Alone,Flipp Dinero,20,20,21
2/16/19,7,27,Mo Bamba,Sheck Wes,18,6,24
2/16/19,7,2,Happier,Marshmello & Bastille,8,2,25
2/16/19,7,11,Eastside,"benny blanco, Halsey & Khalid",11,9,30
2/16/19,7,10,Girls Like You,Maroon 5 Featuring Cardi B,10,1,37
2/16/19,7,40,Baby Shark,Pinkfong,36,32,6
2/16/19,7,58,Take It From Me,Jordan Davis,68,58,6
2/16/19,7,78,Ruin My Life,Zara Larsson,79,76,6
2/16/19,7,81,Body,Loud Luxury Featuring Brando,87,80,6
2/16/19,7,88,Roses,benny blanco & Juice WRLD Featuring Brendon Urie,85,85,6
2/16/19,7,12,A Lot,21 Savage,26,12,7
2/16/19,7,46,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,45,38,7
2/16/19,7,85,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,84,59,7
2/16/19,7,22,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,17,11,21
2/16/19,7,63,What Makes You Country,Luke Bryan,69,63,6
2/16/19,7,71,Good Girl,Dustin Lynch,59,44,13
2/16/19,7,68,Ella Quiere Beber,Anuel AA & Romeo Santos,67,61,14
2/16/19,7,34,Lucid Dreams,Juice WRLD,27,2,39
2/16/19,7,39,I Like It,"Cardi B, Bad Bunny & J Balvin",41,1,44
2/16/19,7,41,Love Lies,Khalid & Normani,37,9,51
2/16/19,7,100,On My Way To You,Cody Johnson,,100,2
2/16/19,7,94,Let Me Down Slowly,Alec Benjamin Featuring Alessia Cara,100,94,3
2/16/19,7,89,Here Tonight,Brett Young,96,89,5
2/16/19,7,51,Girl Like You,Jason Aldean,48,46,11
2/16/19,7,96,Ocean Eyes,Billie Eilish,,96,6
2/16/19,7,69,Millionaire,Chris Stapleton,70,67,9
2/16/19,7,66,Lovely,Billie Eilish & Khalid,81,64,15
2/16/19,7,6,High Hopes,Panic! At The Disco,7,4,27
2/23/19,8,2,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,,2,1
2/23/19,8,22,Bloodline,Ariana Grande,,22,1
2/23/19,8,27,Bad Idea,Ariana Grande,,27,1
2/23/19,8,15,A Lot,21 Savage,12,12,8
2/23/19,8,88,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,79,28,16
2/23/19,8,96,Talk To Me,Tory Lanez & Rich The Kid,83,43,16
2/23/19,8,44,Talk,Khalid,,44,1
2/23/19,8,5,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,4,1,17
2/23/19,8,71,Calling My Spirit,Kodak Black,67,46,11
2/23/19,8,53,Backin' It Up,Pardison Fontaine Featuring Cardi B,48,40,18
2/23/19,8,14,Needy,Ariana Grande,,14,1
2/23/19,8,17,NASA,Ariana Grande,,17,1
2/23/19,8,25,Ghostin,Ariana Grande,,25,1
2/23/19,8,26,Fake Smile,Ariana Grande,,26,1
2/23/19,8,38,In My Head,Ariana Grande,,38,1
2/23/19,8,48,Make Up,Ariana Grande,,48,1
2/23/19,8,51,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,46,38,8
2/23/19,8,76,Burning Man,Dierks Bentley Featuring Brothers Osborne,60,45,17
2/23/19,8,36,Beautiful Crazy,Luke Combs,36,36,14
2/23/19,8,68,Close Friends,Lil Baby,99,68,16
2/23/19,8,31,Tequila,Dan + Shay,31,29,41
2/23/19,8,99,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,85,59,8
2/23/19,8,37,Sweet But Psycho,Ava Max,30,30,9
2/23/19,8,18,Shallow,Lady Gaga & Bradley Cooper,24,5,20
2/23/19,8,39,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",29,11,20
2/23/19,8,42,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,33,28,13
2/23/19,8,57,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,52,50,18
2/23/19,8,52,This Is It,Scotty McCreery,42,42,10
2/23/19,8,20,Thotiana,Blueface,20,20,5
2/23/19,8,23,Better,Khalid,18,18,22
2/23/19,8,7,Sicko Mode,Travis Scott,5,1,28
2/23/19,8,29,Better Now,Post Malone,21,3,42
2/23/19,8,95,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,,95,2
2/23/19,8,61,Pure Water,Mustard & Migos,64,61,3
2/23/19,8,80,Secreto,Anuel AA & Karol G,,80,3
2/23/19,8,97,Splashin,Rich The Kid,90,90,4
2/23/19,8,85,Burn Out,Midland,93,85,6
2/23/19,8,67,Pure Cocaine,Lil Baby,57,56,10
2/23/19,8,65,Armed And Dangerous,Juice WRLD,62,44,14
2/23/19,8,69,Sixteen,Thomas Rhett,55,42,14
2/23/19,8,3,"Thank U, Next",Ariana Grande,7,1,15
2/23/19,8,46,Be Alright,Dean Lewis,43,40,16
2/23/19,8,98,Rainbow,Kacey Musgraves,,98,1
2/23/19,8,93,Mixed Personalities,YNW Melly Featuring Kanye West,86,71,4
2/23/19,8,58,Lost In The Fire,Gesaffelstein & The Weeknd,49,27,5
2/23/19,8,89,Nights Like This,Kehlani Featuring Ty Dolla $ign,76,69,5
2/23/19,8,91,Miss Me More,Kelsea Ballerini,95,91,2
2/23/19,8,9,Wow.,Post Malone,9,8,8
2/23/19,8,90,Yosemite,Travis Scott,77,70,17
2/23/19,8,40,You Say,Lauren Daigle,37,34,31
2/23/19,8,77,You,Jacquees,70,58,12
2/23/19,8,34,Youngblood,5 Seconds Of Summer,23,7,37
2/23/19,8,78,When The Party's Over,Billie Eilish,61,52,17
2/23/19,8,56,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,,56,1
2/23/19,8,4,Without Me,Halsey,3,1,19
2/23/19,8,32,Bury A Friend,Billie Eilish,14,14,3
2/23/19,8,72,Put A Date On It,Yo Gotti Featuring Lil Baby,59,59,3
2/23/19,8,81,Shot Clock,Ella Mai,82,81,3
2/23/19,8,11,Middle Child,J. Cole,8,4,4
2/23/19,8,59,Murder On My Mind,YNW Melly,73,59,4
2/23/19,8,24,ZEZE,Kodak Black Featuring Travis Scott & Offset,17,2,18
2/23/19,8,70,Love Someone,Lukas Graham,72,70,7
2/23/19,8,79,Down To The Honkytonk,Jake Owen,74,74,7
2/23/19,8,84,Make It Sweet,Old Dominion,87,84,7
2/23/19,8,87,Love Wins,Carrie Underwood,84,83,7
2/23/19,8,54,Twerk,City Girls Featuring Cardi B,50,29,6
2/23/19,8,63,Undecided,Chris Brown,54,35,6
2/23/19,8,73,Uproar,Lil Wayne,65,7,20
2/23/19,8,74,Ella Quiere Beber,Anuel AA & Romeo Santos,68,61,15
2/23/19,8,19,Money,Cardi B,16,13,17
2/23/19,8,28,MIA,Bad Bunny Featuring Drake,19,5,18
2/23/19,8,1,7 Rings,Ariana Grande,1,1,4
2/23/19,8,50,Envy Me,Calboy,45,41,9
2/23/19,8,30,Dancing With A Stranger,Sam Smith & Normani,26,26,5
2/23/19,8,47,Look Back At It,A Boogie Wit da Hoodie,32,32,10
2/23/19,8,13,Going Bad,Meek Mill Featuring Drake,15,6,11
2/23/19,8,60,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,53,43,11
2/23/19,8,16,Drip Too Hard,Lil Baby & Gunna,13,4,22
2/23/19,8,33,Leave Me Alone,Flipp Dinero,25,20,22
2/23/19,8,41,Mo Bamba,Sheck Wes,27,6,25
2/23/19,8,6,Happier,Marshmello & Bastille,2,2,26
2/23/19,8,10,Eastside,"benny blanco, Halsey & Khalid",11,9,31
2/23/19,8,49,Baby Shark,Pinkfong,40,32,7
2/23/19,8,62,Take It From Me,Jordan Davis,58,58,7
2/23/19,8,82,Body,Loud Luxury Featuring Brando,81,80,7
2/23/19,8,86,Ruin My Life,Zara Larsson,78,76,7
2/23/19,8,35,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,22,11,22
2/23/19,8,64,What Makes You Country,Luke Bryan,63,63,7
2/23/19,8,83,Good Girl,Dustin Lynch,71,44,14
2/23/19,8,12,Girls Like You,Maroon 5 Featuring Cardi B,10,1,38
2/23/19,8,43,Lucid Dreams,Juice WRLD,34,2,40
2/23/19,8,45,I Like It,"Cardi B, Bad Bunny & J Balvin",39,1,45
2/23/19,8,100,On My Way To You,Cody Johnson,100,100,3
2/23/19,8,94,Let Me Down Slowly,Alec Benjamin Featuring Alessia Cara,94,94,4
2/23/19,8,92,Here Tonight,Brett Young,89,89,6
2/23/19,8,55,Girl Like You,Jason Aldean,51,46,12
2/23/19,8,21,Imagine,Ariana Grande,,21,6
2/23/19,8,66,Millionaire,Chris Stapleton,69,66,10
2/23/19,8,75,Lovely,Billie Eilish & Khalid,66,64,16
2/23/19,8,8,High Hopes,Panic! At The Disco,6,4,28
3/2/19,9,5,Please Me,Cardi B & Bruno Mars,,5,1
3/2/19,9,27,Robbery,Juice WRLD,,27,1
3/2/19,9,49,Red Room,Offset,,49,1
3/2/19,9,30,Be Alright,Dean Lewis,46,30,17
3/2/19,9,47,Backin' It Up,Pardison Fontaine Featuring Cardi B,53,40,19
3/2/19,9,38,Baby Shark,Pinkfong,49,32,8
3/2/19,9,59,Take It From Me,Jordan Davis,62,58,8
3/2/19,9,98,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,88,28,17
3/2/19,9,3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,5,1,18
